title,introduction,link,price,booking_date,rating_star,rating_count,country,cities,cat_key
New York City landmarks cruise,"Book your New York City landmarks cruise and see the most famous sights of the Big Apple, including the Statue of Liberty up-close!",https://www.kkday.com/zh-tw/product/117480,899,20220316,0,0,美國,['紐約'],['景點門票']
Henri Willig cheese tasting with wine or beer,Take part in cheese tasting at the authentic factory of Henri Willig in Amsterdam. Learn about the traditional cheese making process during this tasty adventure.,https://www.kkday.com/zh-tw/product/117474,543,20220317,0,0,荷蘭,['阿姆斯特丹'],['一日遊']
Dinner in Marrakech: an evening at the Palais Arabe restaurant,Buy your dinner in Marrakech: an Evening at the Palais Arabe Restaurant with Musement and enjoy the Moroccan authenticity in the heart of Marrakech.,https://www.kkday.com/zh-tw/product/117456,775,20220317,0,0,摩洛哥,['馬拉喀什'],['景點門票']
Flamenco show at Corral de la Morería in Madrid,"Book your tickets and enjoy a flamenco show at Corral de la Morería in Madrid, the Spanish cathedral of flamenco art. You can choose to have dinner during the show.",https://www.kkday.com/zh-tw/product/117444,1395,20220318,0,0,西班牙,['馬德里'],['景點門票']
Tsavo East overnight safari at Aruba Ashnil Lodge,Book your Tsavo East overnight safari at Aruba Ashnil Lodge and get ready to adventure the largest and oldest national parks in Kenya.,https://www.kkday.com/zh-tw/product/117434,7751,20220322,0,0,肯亞,['蒙巴薩'],['景點門票']
Paris PassLib' 2 3 5 days,"Book your Paris PassLib' package: enjoy unlimited transport, access to 60+ museums, exhibitions, a Seine River cruise and a ride on L'Open Tour bus.",https://www.kkday.com/zh-tw/product/117413,1085,20220317,0,0,法國,['巴黎'],['景點門票']
Barcelona Card Express,"Get your Barcelona Card Express to get access to over 100 discounts for museums, attractions, shows, shops, and nightclubs throughout Barcelona.",https://www.kkday.com/zh-tw/product/117377,682,20220317,0,0,西班牙,['巴塞隆納'],['景點門票']
Gondola ride and Saint Mark's Basilica tour,Buy your Gondola ride and Saint Mark's Basilica tour in Venice. Visit a masterpiece of Byzantine art and enter the breathtaking Canal Grande.,https://www.kkday.com/zh-tw/product/117366,1023,20220317,0,0,義大利,['威尼斯'],['景點門票']
Abu Dhabi city sightseeing tour from Dubai,"Book your Abu Dhabi city sightseeing tour from Dubai. Visit the main highlights of Abu Dhabi like the Sheikh Zayed Mosque, the Emirates Palace, the Presidential Palace.",https://www.kkday.com/zh-tw/product/117362,2480,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Prague one-hour cruise,"Book this one-hour river cruise through Prague to enjoy the city from the water, seeing beautiful panoramas and learning from the audio guide.",https://www.kkday.com/zh-tw/product/117358,326,20220317,0,0,捷克,['布拉格'],['景點門票']
Private guided tour of Orsay Museum,Book your 2-hour private guided tour of the Musée d'Orsay and learn more about the masters of the XIX century in Paris!,https://www.kkday.com/zh-tw/product/117335,581,20220318,0,0,法國,['巴黎'],['景點門票']
Harry Potter bus tour of London,"Buy your tickets now and come along on the Harry Potter bus tour of London Locations to see Platform 9 ¾, 12 Grimmauld Place and Leaky Cauldron up-close.",https://www.kkday.com/zh-tw/product/117325,775,20220319,0,0,英國,['倫敦'],['景點門票']
Skip-the-line tickets and guided tour of the Real Alcázar of Seville,"Book now a guided tour to discover the Real Alcázar of Seville, one of the most beautiful palaces in Spain and an outstanding examples of mudéjar architecture.",https://www.kkday.com/zh-tw/product/117323,155,20220318,0,0,西班牙,['塞維亞'],['景點門票']
Go London Explorer Pass,Book your Go London Explorer Pass now with downloadable guidebook and save on access to your choice of top London attractions.,https://www.kkday.com/zh-tw/product/117315,806,20220317,0,0,英國,['倫敦'],['景點門票']
Mystery tour in Venice: legends and ghosts of Cannaregio district,"Mystery in Venice tour: legends and ghosts of Cannaregio district. Explore Cannaregio area, its more famous sites as well as its ghosts stories!",https://www.kkday.com/zh-tw/product/117310,868,20220317,0,0,義大利,['威尼斯'],['景點門票']
Dinner cruise on the river Seine,Sail in a glassed-over boat for a 2.5-hours à-la-carte meal dinner cruise and enjoy an unforgettable dinner while discovering the secrets of Paris and its light.,https://www.kkday.com/zh-tw/product/117309,1054,20220317,0,0,法國,['巴黎'],['景點門票']
Tivoli Day Trip: Villa d'Este & Hadrian's Villa,"Get all the best information for your Tivoli Day Trip: Villa d'Este & Hadrian's Villa. Book your tickets, skipping the line, at official rates. Get informed, plan and book your tour in Rome, Italy.",https://www.kkday.com/zh-tw/product/117293,1860,20220317,0,0,義大利,['羅馬'],['景點門票']
Mount Titlis and glacier excursion from Zurich,Book your ticket for this day trip and experience the eternal snow and glaciers of Mount Titlis on the Swiss Alps. Enjoy some breathtaking views on the way.,https://www.kkday.com/zh-tw/product/117267,2511,20220320,0,0,瑞士,['蘇黎世'],['景點門票']
Guided tour of the Manufacture des Gobelins,"Book your guided tour of the Manufacture des Gobelins! Visit two of the three active workshops: manufacture des Gobelins, manufacture de Beauvais,ola Savonnerie.",https://www.kkday.com/zh-tw/product/117266,295,20220323,0,0,法國,['巴黎'],['景點門票']
Skip-the-line tickets for the National Maritime Museum in Amsterdam,"Buy your ticket for the National Maritime Museum in Amsterdam and discover the fascinating story of the Golden Age, a defining period for Dutch maritime history.",https://www.kkday.com/zh-tw/product/117234,264,20220317,0,0,荷蘭,['阿姆斯特丹'],['景點門票']
Guided visit and tickets to Prado Museum,Experience the Prado collections with express-ticket access and the services of an expert local guide. Save time and don't miss a thing!,https://www.kkday.com/zh-tw/product/117205,1240,20220317,0,0,西班牙,['馬德里'],['景點門票']
Giant Ferris Wheel tickets in Vienna,"Buy your tickets for Vienna Giant Ferris Wheel. Plan, book, and then take a ride to enjoy bird's-eye views on Vienna's most beautiful sights!",https://www.kkday.com/zh-tw/product/117170,202,20220317,0,0,奧地利,['維也納'],['景點門票']
Oceanogràfic Valencia tickets and guided visit,Discover the Oceanogràfic of Valencia and learn about the most important marine ecosystems booking this offer of entrance tickets and a guided tour.,https://www.kkday.com/zh-tw/product/117169,2310,20220318,0,0,西班牙,['瓦倫西亞'],['景點門票']
Priority entrance tickets for the Conciergerie,"Visit the Conciergerie, an ancient Royal Palace and former prison where Marie-Antoinette was imprisoned.",https://www.kkday.com/zh-tw/product/117160,357,20220317,0,0,法國,['巴黎'],['景點門票']
Ngutuni and Salt Lick two-day safari,Book your Ngutuni and Salt Lick two-day safari and enjoy the beautiful wild Africa adventure,https://www.kkday.com/zh-tw/product/117128,8278,20220322,0,0,肯亞,['蒙巴薩'],['景點門票']
Belvedere Entrance tickets,"Buy your tickets to the Belvedere in Vienna and discover also the Orangery, the Privy Garden, the Palace Stables, and the Belvedere 21!",https://www.kkday.com/zh-tw/product/117124,276,20220317,0,0,奧地利,['維也納'],['景點門票']
Royal Palace of Caserta small-group tour with a local guide,Don't miss the chance to visit the Royal Palace of Caserta with an expert guide to discover one of the most beautiful royal palaces in Italy and in the whole world!,https://www.kkday.com/zh-tw/product/117096,772,20220319,0,0,義大利,['那不勒斯'],['景點門票']
Essential Vatican guided tour: Museums and Sistine Chapel,"Book your guided tour including Vatican Museums and Sistine Chapel. Less time in line, more time on art!",https://www.kkday.com/zh-tw/product/117093,1395,20220317,0,0,義大利,['羅馬'],['景點門票']
Private Camp Nou experience with entrance and guided visit,"Buy your guided tour of Camp Nou with our price match guarantee and secure booking. Get informed, plan and book your amazing activities in Barcelona.",https://www.kkday.com/zh-tw/product/117074,9766,20220320,0,0,西班牙,['巴塞隆納'],['景點門票']
Official guided tour and tickets for the Egyptian Museum of Turin,"Visit the Egyptian Museum of Turin with an expert Egyptologist and discover the history of the 300,000 exhibits, among the most important in the world.",https://www.kkday.com/zh-tw/product/117065,338,20220322,0,0,義大利,['杜林'],['景點門票']
Private tour of the Italian art at Louvre Museum,Get the most of Italian Art with this guided tour through the Italian collection and biggest masterpieces of the Louvre Museum!,https://www.kkday.com/zh-tw/product/117064,581,20220326,0,0,法國,['巴黎'],['景點門票']
Alhambra and Generalife skip-the-line tickets and official guided visit,Guided walking tour to the Alhambra and Generalife. Discover one of the most important Spanish monuments with our expert guide!,https://www.kkday.com/zh-tw/product/117062,617,20220320,0,0,西班牙,['格拉納達'],['景點門票']
Underground Rome walking tour,Book your tour of Ancient underground Rome and discover the secret sites beneath the city.,https://www.kkday.com/zh-tw/product/117056,1333,20220317,0,0,義大利,['羅馬'],['景點門票']
Duomo and Rooftop priority access tour for small groups,"Enjoy exclusive skip-the-line access to the Duomo of Milan and enjoy the view from Duomo terraces, one of the best panoramic spots in the entire city.",https://www.kkday.com/zh-tw/product/117047,1705,20220318,0,0,義大利,['米蘭'],['景點門票']
VACATION PHOTOGRAPHER IN VIENNA,"Book a private professional photographer for a family trip, destination wedding, secret proposal or just a great day. Prices start at $8.33 USD per picture!",https://www.kkday.com/zh-tw/product/33705-professional-photo-shoot-in-vienna-austria,7103,20220316,0,0,奧地利,['維也納'],['特色行程']
VACATION PHOTOGRAPHER IN VENICE,"Book a private professional photographer for a family trip, destination wedding, secret proposal or just a great day. Prices start at $8.33 USD / picture!",https://www.kkday.com/zh-tw/product/33704-professional-photo-shoot-in-venice-italy,7103,20220316,0,0,義大利,['威尼托'],['特色行程']
VACATION PHOTOGRAPHER IN BARCELONA,"Book a private professional photographer for a family trip, destination wedding, secret proposal or just a great day. Prices start at $8.33 USD per picture!",https://www.kkday.com/zh-tw/product/33703-professional-photo-shoot-in-barcelona-spain,7103,20220316,0,0,西班牙,['加泰隆尼亞'],['特色行程']
VACATION PHOTOGRAPHER IN SANTORINI,"Book a private professional photographer for a family trip, destination wedding, secret proposal or just a great day. Prices start at $8.33 USD per picture!",https://www.kkday.com/zh-tw/product/31989-professional-photo-shoot-in-santorini-greece,7103,20220316,0,0,希臘,['聖托里尼'],['特色行程']
VACATION PHOTOGRAPHER  IN PARIS,"Book a private professional photographer for a family trip, destination wedding, secret proposal or just a great day. Prices start at $8.33 USD per picture!",https://www.kkday.com/zh-tw/product/31950-professional-photo-shoot-in-paris-france,7103,20220316,0,0,法國,['巴黎'],['特色行程']
Abu Dhabi Sheikh Zayed Mosque Half-Day Tour from Dubai - Half-day Mosque Tour + Photos Session,"Abu Dhabi Sheikh Zayed Mosque Half-Day Tour from Dubai - Half-day Mosque Tour + Photos Session
This option includes a photo session at Mosque",https://www.kkday.com/zh-tw/product/30006-abu-dhabi-sheikh-zayed-mosque-and-photo-session-half-day-tour-dubai,1989,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['一日遊']
Transfer from Sabiha Gokcen Airport to Istanbul's cruise port,Private transfer from Sabiha Gokcen airport to Istanbul's cruise port,https://www.kkday.com/zh-tw/product/26582,1023,20220317,0,0,土耳其,['開塞利'],['專車接送']
Transfer from Izmir Airport to centrally located Kusadasi hotels,"This private arrival transfer takes all the worry out of navigating a new city, as your driver meets you at Izmir Airport and takes you right to the door of your Kusadasi hotels.",https://www.kkday.com/zh-tw/product/26565,1108,20220318,0,0,土耳其,['伊茲密爾'],['專車接送']
Evening Desert Safari with Dune-Bashing Sandboarding & Falcon Experience  -Semi Private (High Dunes),Unlock the magic of the Arabian Desert during a guided safari that pairs a thrilling dune adventure with an illuminating look at Bedouin culture. Practice dune-bashing in a powerful 4x4 Land Cruiser.,https://www.kkday.com/zh-tw/product/26381-evening-desert-safari-with-dune-bashing-and-more-dubai,3086,20220316,0,0,阿拉伯聯合大公國,['杜拜'],['特色行程']
